類・品目,総合,財,生鮮食品を除く財,農水畜産物,生鮮商品,他の農水畜産物,米類,工業製品,食料工業製品,繊維製品,石油製品,他の工業製品,電気・都市ガス・水道,出版物,サービス,持家の帰属家賃を除くサービス,公共サービス,外食,公営・都市再生機構・公社家賃,家事関連サービス,医療・福祉関連サービス,運輸・通信関連サービス,教育関連サービス,教養娯楽関連サービス,一般サービス,外食,民営家賃,民営家賃（木造）,民営家賃（非木造）,持家の帰属家賃,持家の帰属家賃（木造）,持家の帰属家賃（非木造）,他のサービス,家事関連サービス,医療・福祉関連サービス,教育関連サービス,通信・教養娯楽関連サービス,耐久消費財,半耐久消費財,非耐久消費財,公共料金
199807,-0.6,-1.3,-0.7,-4.1,-4.7,0.4,0.4,-0.8,0.0,-3.6,0.0,-0.3,0.0,-0.2,-0.1,-0.1,0.1,,-0.3,0.1,0.0,0.1,0.0,0.0,-0.1,-0.5,0.0,,,0.0,,,-0.1,0.0,0.0,0.0,-0.5,-0.3,-2.6,-1.0,0.1
199808,-0.1,-0.3,-0.2,0.1,0.2,0.0,0.0,-0.4,-0.1,-2.1,-0.1,-0.1,0.1,0.1,0.2,0.2,0.2,,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.5,0.0,,,0.1,,,0.2,0.0,0.0,0.0,0.7,0.0,-1.5,-0.1,0.1
199809,0.8,1.6,0.9,4.9,5.6,0.3,0.3,1.1,0.1,6.2,0.0,0.0,0.0,-0.1,-0.1,-0.1,-0.2,,-0.1,0.0,0.0,-0.3,0.0,0.0,-0.1,0.0,-0.1,,,0.0,,,-0.2,0.0,0.0,0.0,-0.5,-0.1,4.2,1.2,-0.2
199810,0.7,1.4,0.2,7.8,8.6,2.8,2.9,0.1,0.1,0.8,-0.3,0.0,-0.7,0.0,0.1,0.1,0.0,,-0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,0.0,,,0.3,0.1,0.0,0.0,0.8,-0.3,0.6,1.9,-0.2
199811,-0.1,-0.1,0.1,-0.7,-1.0,1.0,1.1,0.0,0.1,0.0,-0.2,-0.1,0.0,0.1,-0.1,0.0,-0.1,,0.1,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,,,-0.1,,,-0.1,0.0,0.0,0.0,-0.3,-0.1,0.0,-0.2,0.1
199812,-0.4,-0.6,0.1,-3.7,-4.1,-0.1,-0.1,0.1,0.0,-0.5,-0.2,0.5,0.0,0.0,-0.2,-0.3,0.0,,-0.2,0.0,0.0,-0.2,0.0,0.0,-0.2,-0.6,0.0,,,0.0,,,-0.3,0.0,0.0,0.0,-0.8,0.0,-0.3,-0.8,0.1
199901,-0.5,-1.0,-1.1,-0.8,-1.0,-0.2,-0.2,-1.2,0.2,-6.1,-0.2,-0.2,-0.2,0.1,0.1,0.1,0.2,,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.5,-0.1,,,-0.1,,,-0.2,0.0,0.1,0.0,-0.6,0.0,-4.3,-0.2,0.1
199902,-0.4,-0.7,-0.3,-1.8,-2.1,0.1,0.1,-0.5,0.0,-2.5,-0.3,-0.2,-0.1,0.0,-0.1,-0.1,-0.1,,-0.1,0.0,0.0,-0.2,0.0,0.0,-0.1,0.0,-0.1,,,-0.1,,,0.0,0.0,0.0,0.0,-0.2,-0.2,-1.6,-0.5,-0.2
199903,0.1,0.0,0.4,-1.8,-2.1,-0.1,-0.1,0.6,0.0,3.4,-0.2,0.0,0.0,0.0,0.1,0.1,0.0,,-0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,,,0.2,,,0.0,-0.1,0.0,0.1,0.2,-0.1,2.1,-0.5,0.0
199904,0.5,0.7,0.3,1.6,1.8,-0.3,-0.3,0.7,0.1,3.8,-0.4,-0.1,-0.8,0.1,0.2,0.2,0.2,,1.1,0.1,0.8,-0.1,1.4,0.0,0.2,0.1,0.0,,,0.0,,,0.4,-0.1,0.2,1.2,0.0,-0.1,2.6,0.3,-0.1
199905,0.0,0.1,0.3,-0.4,-0.3,-0.4,-0.3,0.2,0.0,1.0,-0.1,0.1,0.0,-0.1,0.0,0.1,0.1,,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.1,-0.1,0.0,0.1,0.4,0.1,0.7,-0.1,0.0
199906,-0.3,-0.6,-0.2,-3.7,-4.3,-0.6,-0.6,-0.1,0.0,-0.2,0.5,-0.1,0.0,0.2,0.1,0.0,0.0,,0.9,0.0,0.0,-0.1,0.0,0.0,0.1,0.1,0.2,,,0.2,,,0.0,-0.1,0.0,0.0,0.3,-0.1,-0.2,-0.9,0.0
199907,-0.4,-0.8,-0.6,-1.1,-1.3,-0.1,-0.1,-0.7,0.0,-3.5,0.9,-0.3,-0.4,-0.3,-0.1,-0.1,-0.4,,-0.1,0.1,-3.3,0.2,0.0,0.0,0.0,0.0,-0.1,,,0.0,,,-0.1,-0.1,0.0,0.0,-0.3,-0.2,-2.5,-0.3,-0.2
199908,0.3,0.5,-0.3,4.2,5.0,0.1,0.1,-0.3,0.1,-2.1,0.9,-0.2,0.0,0.3,0.1,0.1,0.1,,-0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,,,0.1,,,0.2,0.0,0.0,0.0,0.4,-0.2,-1.5,1.1,-0.7
199909,0.3,0.8,0.9,0.3,0.4,-0.5,-0.5,1.0,-0.2,6.0,1.0,0.0,0.0,0.0,-0.1,-0.2,-0.2,,0.0,0.0,0.0,-0.5,0.0,0.0,-0.1,0.0,0.0,,,-0.1,,,-0.2,0.0,0.0,0.0,-0.4,-0.3,4.1,0.1,-0.2
199910,0.2,0.3,0.2,0.8,1.1,-1.4,-1.5,0.2,0.0,1.0,0.9,-0.2,0.5,0.1,0.0,0.1,0.0,,-0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,0.1,,,0.3,0.0,0.0,0.0,0.8,-0.2,0.7,0.3,0.1
199911,-0.6,-1.1,-0.1,-6.2,-7.1,-0.6,-0.5,0.0,-0.1,-0.2,0.8,0.0,0.0,0.0,0.0,-0.1,-0.1,,-1.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,,,-0.1,,,-0.2,0.0,0.0,0.0,-0.4,-0.1,-0.1,-1.5,0.0
199912,-0.3,-0.6,-0.1,-3.0,-3.3,-0.4,-0.4,-0.2,-0.1,-0.5,0.6,-0.3,-0.1,0.0,-0.1,-0.1,0.1,,-0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,,0.1,,,-0.3,0.0,0.0,0.0,-0.9,-0.4,-0.4,-0.7,0.0
200001,-0.3,-0.5,-1.1,2.8,3.3,0.0,-0.1,-1.3,-0.2,-6.3,0.0,-0.2,0.6,0.0,0.0,0.0,0.0,,-0.1,0.1,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,,,-0.1,,,0.0,0.0,0.0,0.0,-0.1,-0.4,-4.4,0.6,0.2
200002,-0.3,-0.5,-0.4,-0.8,-1.0,0.2,0.1,-0.5,0.0,-2.4,0.0,-0.4,0.0,-0.1,0.0,-0.1,-0.1,,0.0,0.0,0.0,-0.4,0.0,0.0,0.1,-0.1,0.0,,,0.2,,,0.0,0.0,0.0,0.0,-0.2,-0.8,-1.4,-0.2,-0.1
200003,0.2,0.4,0.3,1.3,1.6,-0.2,-0.1,0.4,-0.1,2.8,0.4,-0.2,0.0,0.0,0.1,0.1,0.3,,0.0,0.0,0.0,0.7,0.0,0.0,-0.1,-1.1,-0.1,,,0.0,,,0.4,-0.1,0.1,0.0,1.2,-0.6,1.7,0.3,0.2
200004,0.2,0.3,0.4,-1.0,-1.2,-0.1,-0.2,0.5,0.0,3.5,0.6,-0.1,0.7,0.0,-0.1,0.0,-0.3,,0.4,0.4,0.7,-1.1,1.5,-0.6,0.0,-0.2,-0.1,,,-0.2,,,0.3,0.0,3.5,0.9,0.1,-0.1,2.0,-0.1,0.0
200005,0.1,0.0,0.1,-0.8,-0.9,-0.1,-0.1,0.0,0.0,1.2,0.2,-0.4,0.0,0.1,0.4,0.3,0.1,,1.1,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,,,0.5,,,0.8,0.0,0.0,0.0,2.1,-0.8,0.7,-0.1,0.1
200006,-0.2,-0.3,-0.3,-0.6,-0.7,0.1,0.0,-0.1,-0.1,-0.2,0.4,-0.4,0.0,0.0,-0.2,-0.3,-0.1,,0.1,0.1,0.0,-0.3,0.0,-0.1,-0.2,0.3,0.0,,,0.1,,,-0.7,0.0,0.0,0.0,-2.0,-0.7,-0.2,-0.2,-0.1
200007,-0.3,-0.7,-0.5,-2.0,-2.2,-0.3,-0.2,-0.8,-0.2,-3.5,0.3,-0.3,0.8,0.0,0.2,0.3,0.0,,-0.1,0.0,0.0,0.2,0.0,-0.2,0.2,-0.2,0.0,,,-0.1,,,0.7,0.0,0.0,0.0,2.1,-0.4,-2.4,-0.4,0.2
200008,0.3,0.0,-0.3,2.5,2.8,-0.3,-0.2,-0.5,-0.1,-2.3,0.3,-0.4,0.0,0.1,0.5,0.7,0.4,,0.0,0.0,0.0,0.8,0.0,0.0,0.6,0.2,-0.1,,,0.0,,,1.4,-0.1,0.0,0.0,3.6,-0.6,-1.5,0.5,0.3
200009,-0.1,0.5,0.4,0.6,0.9,-0.8,-0.8,0.6,0.0,4.7,0.1,-0.3,0.0,0.0,-0.6,-0.8,-0.4,,0.1,0.0,0.0,-1.0,0.0,0.2,-0.6,-0.3,0.0,,,0.0,,,-1.5,0.1,0.0,0.0,-3.9,-1.0,3.0,0.1,-0.3
200010,0.0,0.1,-0.1,1.0,1.3,-1.3,-1.4,0.2,0.0,1.2,1.9,-0.5,-2.2,0.0,-0.2,-0.3,-0.2,,0.2,0.2,0.0,-0.7,0.0,0.1,-0.3,0.0,0.1,,,0.0,,,-0.7,0.0,0.0,0.0,-1.9,-1.0,0.8,0.1,-0.7
200011,-0.3,-0.4,-0.1,-2.5,-2.7,-0.9,-1.0,0.0,-0.1,0.1,0.8,-0.1,0.0,-0.2,-0.1,-0.2,-0.1,,-0.1,0.0,0.0,-0.1,0.0,0.1,-0.1,0.0,0.0,,,0.2,,,-0.4,-0.1,0.0,0.0,-0.9,-0.4,0.0,-0.5,-0.1
200012,0.1,0.1,-0.1,2.3,2.7,-0.3,-0.2,-0.3,-0.1,-0.5,0.4,-0.4,0.0,0.1,0.1,0.2,0.0,,-0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,-0.1,,,-0.2,,,0.4,0.1,0.0,0.0,0.9,-0.6,-0.3,0.4,0.0
200101,0.0,0.1,-0.8,5.0,5.8,-0.1,-0.1,-1.1,-0.1,-5.9,0.0,-0.3,0.4,0.2,-0.2,-0.3,0.2,,0.1,0.0,2.3,-0.4,0.0,0.0,-0.3,0.0,0.0,,,-0.1,,,-0.8,0.1,0.0,0.0,-2.1,-0.7,-3.9,1.1,0.3
200102,-0.3,-0.6,-0.4,-0.8,-1.0,0.0,-0.1,-0.5,-0.1,-2.5,-0.3,-0.3,-0.1,-0.1,-0.1,-0.1,-0.1,,-0.1,0.0,0.0,-0.2,0.0,0.0,-0.1,0.0,0.0,,,0.1,,,-0.2,-0.1,0.0,0.0,-0.5,-0.6,-1.5,-0.3,-0.1
200103,-0.2,-0.3,0.2,-2.9,-3.3,-0.2,-0.1,0.2,0.1,2.0,-0.3,-0.1,0.0,0.0,0.1,0.1,-0.2,,0.0,0.0,0.0,-0.5,0.0,0.0,0.2,0.0,0.0,,,0.0,,,0.4,0.0,0.0,0.1,1.0,-0.4,1.4,-0.6,-0.2
200104,0.2,0.1,0.3,-2.1,-2.3,0.0,-0.1,0.4,-0.2,3.8,-0.3,-0.2,0.7,0.1,0.2,0.2,0.2,,0.5,1.4,0.0,-0.6,1.4,0.1,0.3,-0.2,-0.1,,,0.4,,,0.4,0.0,0.4,0.9,0.5,-0.3,2.4,-0.5,0.3
200105,0.1,0.2,0.0,1.1,1.2,-0.1,-0.1,0.1,-0.1,1.3,-0.4,-0.2,0.1,0.1,0.0,0.0,-0.3,,-0.3,0.0,0.0,-0.7,0.0,0.0,0.1,0.0,-0.1,,,0.0,,,0.4,-0.1,0.0,0.0,1.1,-0.5,0.9,0.1,-0.2
200106,-0.3,-0.6,-0.2,-2.8,-3.1,0.0,0.0,-0.2,0.0,-0.2,-0.3,-0.4,0.0,0.0,0.0,0.0,0.1,,-0.3,1.3,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,,,0.1,,,-0.1,0.0,0.0,0.0,-0.3,-0.7,-0.2,-0.6,0.1
200107,-0.3,-0.8,-0.6,-1.9,-2.2,0.1,0.1,-0.8,-0.2,-3.6,0.0,-0.4,-0.1,0.0,0.2,0.2,0.2,,-0.2,0.0,0.0,0.4,0.0,-0.3,0.2,0.0,0.0,,,0.1,,,0.5,-0.1,0.0,0.0,1.5,-0.5,-2.4,-0.5,0.1
200108,0.4,0.3,-0.3,4.5,5.1,0.3,0.4,-0.5,0.0,-2.7,-0.1,-0.2,0.0,0.1,0.5,0.7,0.4,,0.0,0.0,0.0,0.9,0.0,-0.2,0.5,-0.2,0.0,,,0.0,,,1.5,0.0,0.0,0.0,4.0,-0.4,-1.7,0.9,0.3
200109,-0.2,0.3,0.5,-1.5,-1.6,0.1,0.0,0.7,-0.1,5.5,-0.2,-0.1,0.1,-0.1,-0.6,-0.8,-0.6,,0.0,0.0,0.0,-1.2,0.0,0.3,-0.6,0.0,0.0,,,0.0,,,-1.8,0.0,-0.1,0.0,-4.5,-0.4,3.5,-0.4,-0.3
200110,0.0,0.0,0.0,0.8,0.9,0.1,0.1,-0.1,-0.4,0.6,-0.1,-0.2,0.4,0.1,0.0,-0.1,0.3,,-0.1,1.1,0.0,-0.1,0.0,0.2,-0.2,-0.1,0.0,,,0.1,,,-0.5,0.0,0.0,0.0,-1.4,-0.4,0.4,0.1,0.2
200111,-0.5,-0.9,-0.2,-5.1,-6.0,-0.2,-0.1,-0.2,0.0,0.1,-0.8,-0.3,0.0,-0.1,-0.2,-0.3,-0.2,,-0.1,0.0,0.0,0.0,0.0,-2.3,-0.2,0.0,0.0,,,-0.1,,,-0.5,0.0,0.0,0.0,-1.2,-0.7,-0.1,-1.2,-0.1
200112,-0.1,-0.4,-0.3,-0.3,-0.3,-0.2,-0.2,-0.5,-0.2,-0.9,-1.0,-0.3,0.0,0.3,0.1,0.2,0.1,,0.1,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,,,0.1,,,0.5,0.0,0.0,0.0,1.2,-0.3,-0.7,-0.3,0.0
200201,-0.2,-0.1,-0.9,4.4,5.2,0.0,-0.1,-1.1,0.0,-6.1,-0.7,-0.3,-0.1,-0.1,-0.2,-0.3,-0.1,,0.0,0.0,0.0,-0.2,0.0,0.0,-0.3,0.0,0.0,,,0.0,,,-0.6,0.0,0.0,0.0,-1.7,-0.6,-3.9,0.9,0.0
200202,-0.5,-0.9,-0.4,-3.0,-3.5,-0.2,-0.2,-0.5,-0.2,-2.5,-0.5,-0.3,0.0,-0.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,,,0.0,,,-0.5,0.0,0.0,0.0,-1.1,-0.6,-1.5,-0.8,0.0
200203,0.2,0.2,0.3,-0.2,-0.2,0.0,0.0,0.4,0.2,2.5,-0.2,-0.1,-0.1,-0.2,0.2,0.2,0.1,,-0.1,0.0,0.0,0.3,0.0,0.0,0.2,0.1,-0.1,,,0.0,,,0.5,-0.1,0.0,0.1,1.4,-0.4,1.7,-0.1,0.0
200204,0.3,0.6,0.2,1.9,2.2,-0.1,0.0,0.6,-0.1,4.1,0.2,0.0,-1.5,0.1,0.0,0.0,-0.2,,0.3,0.3,-1.8,-0.4,1.5,0.2,0.1,-0.6,0.0,,,0.0,,,0.5,-0.1,0.1,0.9,0.7,0.0,2.5,0.2,-0.6
200205,0.3,0.6,0.2,3.1,3.5,0.2,0.0,0.1,0.0,0.8,1.3,-0.1,0.0,0.1,-0.1,0.1,0.0,,-0.4,0.0,0.0,0.1,0.0,0.0,-0.1,0.6,-0.1,,,-0.3,,,0.0,0.0,0.0,0.1,0.0,-0.1,0.4,0.7,0.1
200206,-0.1,-0.3,-0.2,-0.8,-0.9,-0.2,-0.1,-0.2,-0.2,-0.3,0.1,-0.2,0.0,0.1,0.1,0.1,-0.1,,-0.1,0.0,0.0,-0.1,0.0,-0.1,0.2,-0.1,0.0,,,0.1,,,0.3,0.0,0.0,0.0,0.8,-0.2,-0.1,-0.2,-0.1
200207,-0.4,-0.9,-0.7,-1.9,-2.1,0.0,0.0,-0.8,-0.2,-3.6,-0.4,-0.3,-0.4,-0.1,0.2,0.2,0.0,,0.0,0.0,0.0,0.1,0.0,-0.5,0.2,0.1,0.0,,,0.0,,,0.6,0.0,0.0,0.0,1.6,-0.4,-2.5,-0.7,-0.1
200208,0.3,0.2,-0.3,3.6,4.2,-0.2,-0.1,-0.6,-0.2,-2.5,-0.6,-0.4,0.0,0.2,0.5,0.7,0.6,,-0.1,0.0,0.0,1.2,0.0,0.0,0.5,-0.5,0.0,,,0.0,,,1.5,0.0,0.1,-0.1,4.0,-0.7,-1.6,0.7,0.4
200209,0.0,0.4,0.6,-0.5,-0.6,0.0,-0.1,0.8,0.1,5.7,-0.2,0.0,-0.3,-0.1,-0.6,-0.8,-0.6,,0.0,0.0,0.0,-1.4,0.0,0.3,-0.6,0.0,0.0,,,0.0,,,-1.7,-0.1,0.0,0.0,-4.2,-0.5,3.5,-0.1,-0.5
200210,-0.2,-0.2,-0.1,-1.0,-1.2,0.0,-0.1,0.1,0.0,0.7,0.2,-0.2,-1.0,0.2,-0.1,-0.1,0.4,,0.1,0.0,3.0,0.0,0.0,0.2,-0.3,0.0,-0.1,,,0.0,,,-0.6,0.0,0.0,0.0,-1.5,-0.2,0.5,-0.4,0.1
200211,0.0,0.1,0.0,0.7,0.8,0.0,0.1,-0.1,-0.1,0.0,0.5,-0.2,0.0,-0.2,-0.1,-0.2,0.0,,-0.1,0.0,0.0,-0.1,0.0,0.1,-0.1,0.0,0.0,,,-0.1,,,-0.4,0.0,0.0,0.0,-1.1,-0.5,-0.1,0.1,-0.1
200212,0.0,-0.2,-0.2,-0.2,-0.2,-0.1,-0.1,-0.2,-0.2,-0.5,0.1,-0.3,0.0,0.1,0.2,0.3,0.1,,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,,,0.2,,,0.5,0.0,-0.1,0.0,1.3,-0.3,-0.2,-0.1,0.1
200301,-0.3,-0.5,-0.9,2.1,2.4,-0.1,-0.2,-1.1,0.0,-6.5,0.2,-0.2,-0.1,0.0,-0.2,-0.4,0.0,,0.0,0.0,0.0,-0.1,0.0,0.0,-0.3,0.0,-0.1,,,0.0,,,-0.9,-0.1,0.2,0.0,-2.4,-0.6,-4.2,0.4,0.0
200302,-0.3,-0.4,-0.3,-1.2,-1.3,0.0,-0.1,-0.3,-0.1,-2.3,0.6,-0.2,0.0,-0.1,-0.1,0.0,-0.1,,-0.3,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,-0.5,-1.4,-0.2,-0.1
200303,0.3,0.3,0.4,-0.1,-0.1,-0.2,-0.1,0.4,-0.1,2.9,1.6,0.0,0.0,0.0,0.2,0.2,0.2,,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.1,0.0,,,0.0,,,0.5,-0.1,0.0,0.0,1.4,-0.4,2.0,0.1,0.2
200304,0.3,0.5,0.5,0.0,0.0,-0.1,-0.1,0.6,0.0,3.9,1.0,-0.1,0.5,-0.1,0.3,0.4,1.2,,-0.1,0.1,7.4,-0.4,1.5,0.1,-0.1,-0.3,0.0,,,0.1,,,-0.2,0.0,0.6,0.3,-0.5,0.0,2.3,0.1,0.9
200305,0.2,0.2,0.1,1.4,1.5,0.4,0.4,0.1,0.0,1.0,-0.3,-0.1,0.0,0.1,0.0,0.0,0.0,,0.4,0.0,0.0,0.0,0.0,-0.1,0.1,0.1,0.0,,,0.0,,,0.2,0.0,0.1,0.0,0.4,-0.2,0.5,0.2,0.0
200306,-0.3,-0.6,-0.3,-2.4,-2.7,0.0,-0.1,-0.3,-0.2,-0.3,-0.9,-0.2,0.0,-0.1,0.1,0.1,-0.1,,-0.2,0.0,-0.2,0.0,0.0,0.0,0.1,0.0,0.0,,,0.1,,,0.2,0.0,0.0,0.0,0.7,-0.4,-0.3,-0.7,0.0
200307,-0.2,-0.7,-0.4,-2.6,-3.0,0.1,0.2,-0.5,-0.1,-3.7,-0.5,0.3,0.2,0.2,0.4,0.5,0.2,,0.1,0.0,0.0,0.5,0.0,-0.6,0.4,0.3,0.0,,,0.0,,,1.0,0.0,0.0,0.0,2.6,-0.2,-2.4,-0.4,0.4
200308,0.2,-0.1,-0.4,1.7,1.9,0.0,0.0,-0.5,-0.2,-2.6,0.0,-0.2,0.0,0.3,0.5,0.7,0.3,,-0.3,-0.6,0.0,1.1,0.0,0.0,0.6,0.0,-0.1,,,0.0,,,1.5,-0.1,0.1,0.0,4.1,-0.4,-1.6,0.3,0.3
200309,0.1,0.8,0.8,1.3,1.3,1.2,1.4,1.0,0.1,6.3,0.1,0.0,0.0,-0.2,-0.7,-0.9,-0.6,,0.0,0.0,0.0,-1.7,0.0,0.4,-0.7,0.0,0.0,,,-0.1,,,-1.7,0.0,0.0,0.0,-4.3,-0.4,4.1,0.3,-0.5
200310,0.0,0.1,0.3,0.4,-1.1,10.1,10.4,0.0,0.0,0.6,-0.4,-0.1,-0.1,0.0,-0.2,-0.2,0.1,,0.2,0.0,0.0,0.2,0.0,0.2,-0.3,0.0,0.0,,,-0.1,,,-0.6,0.0,0.1,0.0,-1.7,-0.5,0.4,0.0,0.0
200311,-0.5,-0.7,-0.1,-3.9,-5.3,5.1,5.3,-0.1,-0.1,0.1,-0.3,-0.4,0.0,-0.1,-0.2,-0.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.1,-0.2,0.0,0.0,,,0.0,,,-0.7,0.0,-0.1,0.0,-1.9,-0.4,-0.1,-0.9,0.0
200312,0.1,0.2,0.0,2.1,1.9,2.4,2.5,-0.2,-0.1,-0.3,-0.1,-0.2,0.0,0.1,0.1,0.2,0.1,,-0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,,,0.0,,,0.3,0.0,0.1,0.0,0.9,-0.5,-0.3,0.3,0.1
200401,-0.2,-0.2,-0.9,4.7,5.0,3.0,2.9,-1.3,-0.1,-6.8,-0.4,-0.3,-0.2,0.2,-0.3,-0.5,-0.3,,0.0,-1.3,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,,,-0.1,,,-1.0,0.0,-0.1,0.0,-2.6,-0.5,-4.3,0.9,-0.2
200402,0.0,0.0,-0.2,1.3,1.5,0.5,0.5,-0.3,0.1,-1.8,0.0,-0.1,0.0,0.0,0.0,-0.1,-0.3,,-0.3,-0.5,0.0,-0.3,0.0,0.0,0.1,0.4,0.0,,,0.2,,,0.0,0.0,0.1,0.0,-0.1,-0.4,-1.1,0.3,-0.2
200403,0.2,0.1,0.3,-0.9,-0.7,-1.9,-2.0,0.4,-0.1,3.1,0.2,-0.2,0.0,-0.2,0.2,0.4,0.2,,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,-0.1,,,0.0,,,0.5,-0.1,-0.1,-0.1,1.6,-0.5,2.0,-0.2,0.2
200404,0.0,0.1,0.4,-2.3,-2.3,-2.7,-2.8,0.6,0.0,4.0,1.5,-0.1,-0.4,0.4,0.0,-0.1,-0.5,,0.1,-0.4,-1.2,-0.7,1.0,-0.1,0.2,0.4,0.0,,,0.0,,,0.3,0.1,0.4,0.8,0.2,-0.1,2.4,-0.5,-0.5
200405,0.1,0.2,0.0,0.9,1.4,-1.5,-1.7,0.0,-0.1,1.3,0.4,-0.3,0.0,0.0,0.0,0.1,0.0,,-0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,-0.1,,,-0.2,,,0.3,0.0,0.1,0.0,0.6,-0.2,0.7,0.2,0.0
200406,0.2,0.3,0.1,1.5,1.8,-1.2,-1.2,0.2,-0.1,-0.2,3.2,-0.1,0.0,-0.1,0.1,0.0,-0.1,,-0.2,-0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,0.1,,,0.1,0.0,0.0,0.0,0.3,-0.4,-0.2,0.6,-0.1
200407,-0.3,-0.9,-0.5,-3.1,-3.5,-0.9,-0.9,-0.6,0.0,-3.8,0.5,-0.2,0.2,-0.1,0.3,0.5,0.3,,0.0,0.2,0.0,0.5,0.0,-0.6,0.3,0.0,0.0,,,-0.1,,,0.9,0.0,0.0,0.0,2.6,-0.2,-2.6,-0.7,0.2
200408,0.1,-0.2,-0.3,0.3,0.6,-0.9,-0.8,-0.4,-0.2,-2.0,0.1,-0.2,0.0,0.4,0.4,0.7,0.3,,-0.1,0.1,0.0,0.7,0.0,0.0,0.5,0.0,-0.1,,,-0.1,,,1.5,0.0,0.0,0.0,3.9,-0.4,-1.2,0.0,0.3
200409,0.3,1.2,1.1,1.7,2.4,-2.7,-2.8,1.4,0.2,6.6,3.5,0.0,0.0,-0.3,-0.6,-0.8,-0.5,,-0.1,0.0,0.0,-1.2,0.0,0.3,-0.6,0.0,0.0,,,0.0,,,-1.6,-0.1,0.0,0.0,-4.1,-0.2,4.1,0.8,-0.4
200410,0.5,1.1,0.1,6.1,7.8,-4.8,-5.0,0.2,0.0,1.3,0.4,0.0,-0.5,0.2,-0.1,-0.2,0.0,,0.1,0.0,0.0,0.1,0.0,0.2,-0.2,-0.2,0.0,,,0.1,,,-0.5,0.0,0.1,0.0,-1.3,-0.1,0.8,1.3,-0.1
200411,-0.2,0.1,0.1,0.2,0.5,-1.8,-1.9,0.1,0.0,0.5,1.1,-0.2,0.0,-0.2,-0.5,-0.7,-0.9,,-0.1,0.0,0.0,-2.4,0.0,0.1,-0.3,0.0,0.0,,,0.0,,,-0.8,0.1,0.1,0.0,-2.2,-0.2,0.2,0.1,-0.7
200412,-0.5,-1.0,-0.2,-5.3,-6.0,-1.3,-1.1,-0.2,0.0,-0.7,-0.3,-0.2,0.0,0.3,0.2,0.2,0.2,,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,,,0.0,,,0.3,-0.1,0.0,0.0,1.0,-0.4,-0.4,-1.3,0.2
200501,-0.5,-0.6,-1.0,1.5,1.9,-0.9,-0.9,-1.2,-0.1,-6.5,-1.1,-0.1,-0.6,0.1,-0.4,-0.6,-0.7,,-0.1,0.0,0.0,-1.6,0.0,0.0,-0.3,0.0,-0.1,,,0.0,,,-0.9,0.0,0.0,0.0,-2.7,0.0,-4.0,0.1,-0.6
200502,-0.3,-0.5,-0.4,-0.8,-0.9,-0.4,-0.4,-0.6,-0.1,-2.9,-0.6,-0.4,0.0,-0.3,0.0,-0.1,-0.2,,-0.1,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.1,0.0,0.0,0.0,0.1,-1.0,-1.7,-0.2,-0.1
200503,0.3,0.4,0.4,0.2,0.3,-0.8,-0.8,0.5,0.1,4.7,0.2,-0.3,0.0,0.0,0.2,0.3,0.5,,0.0,0.0,0.0,1.4,0.0,0.1,0.1,0.0,-0.1,,,0.0,,,0.2,0.0,0.0,0.0,0.6,-0.4,2.6,0.0,0.3
200504,0.1,0.1,0.5,-2.1,-2.3,-0.5,-0.6,0.8,-0.2,3.5,4.3,0.0,-0.7,0.0,0.0,0.1,-0.1,,0.5,0.5,0.1,-1.2,1.6,-0.1,0.2,-0.1,0.0,,,0.0,,,0.5,0.1,0.4,0.4,0.7,-0.2,2.1,-0.1,-0.3
