Section/Chart Name,,MCT Common to all,,,,Trend Inflation,,Sector Aggs,,,Sector Specifc,,,,,
Top-Level-Route,,MCT,MCT,MCT,MCT,trend-inflation,trend-inflation,decompositions#sector-aggregates,decompositions#sector-aggregates,decompositions#sector-aggregates,decompositions#sector-specific,decompositions#sector-specific,decompositions#sector-specific,decompositions#sector-specific,decompositions#sector-specific,decompositions#sector-specific
Radio Button Routes,,,,,,,,,,,all: goods,all: goods,all: services-ex-housing,all: services-ex-housing,all: housing,all: housing
column name,Date,MCT,MCT,MCT,MCT,Headline PCE inflation (YoY),Core PCE inflation (YoY),Goods,Services ex. housing,Housing,Goods: Common,Goods: Sector-specific,Services ex. housing: Common,Services ex. housing: Sector-specific,Housing: Common,Housing: Sector-specific
,12/1/2006,1.9,2.13,2.36,0.3,2.29,2.32,-0.1,0.27,0.13,0.09,-0.21,0.11,0.13,0,0.14
,1/1/2007,2.01,2.23,2.48,0.4,2.13,2.5,-0.03,0.35,0.08,0.16,-0.21,0.2,0.13,-0.01,0.09
,2/1/2007,2.01,2.23,2.46,0.4,2.39,2.56,-0.01,0.37,0.04,0.18,-0.21,0.22,0.13,-0.01,0.06
,3/1/2007,1.86,2.09,2.32,0.26,2.56,2.38,-0.05,0.32,-0.01,0.15,-0.22,0.19,0.11,-0.01,0
,4/1/2007,1.74,1.98,2.21,0.15,2.33,2.21,-0.05,0.31,-0.11,0.15,-0.22,0.19,0.1,-0.01,-0.09
,5/1/2007,1.71,1.95,2.19,0.12,2.35,2.08,-0.04,0.31,-0.15,0.16,-0.22,0.19,0.09,-0.01,-0.13
,6/1/2007,1.79,2,2.23,0.17,2.32,1.99,-0.02,0.33,-0.13,0.17,-0.21,0.21,0.09,-0.01,-0.11
,7/1/2007,1.8,2.03,2.26,0.2,2.12,2.04,-0.02,0.31,-0.09,0.16,-0.2,0.2,0.09,-0.01,-0.07
,8/1/2007,1.88,2.1,2.33,0.27,1.87,1.98,-0.01,0.31,-0.03,0.16,-0.19,0.2,0.08,-0.01,-0.02
,9/1/2007,1.97,2.2,2.43,0.37,2.53,2.1,0.04,0.32,0.01,0.19,-0.17,0.23,0.06,-0.01,0.03
,10/1/2007,2,2.22,2.46,0.4,3.09,2.18,0.08,0.3,0.02,0.21,-0.15,0.26,0.01,-0.01,0.04
,11/1/2007,2.03,2.26,2.49,0.43,3.6,2.34,0.1,0.27,0.06,0.22,-0.14,0.27,-0.03,-0.01,0.08
,12/1/2007,2.03,2.26,2.48,0.43,3.47,2.4,0.13,0.28,0.01,0.24,-0.13,0.29,-0.04,-0.02,0.04
,1/1/2008,2.06,2.3,2.52,0.47,3.39,2.19,0.2,0.32,-0.07,0.3,-0.11,0.37,-0.08,-0.02,-0.03
,2/1/2008,1.96,2.2,2.44,0.37,3.27,2.07,0.2,0.29,-0.12,0.28,-0.11,0.37,-0.11,-0.02,-0.08
,3/1/2008,1.96,2.2,2.45,0.37,3.19,2.17,0.22,0.28,-0.12,0.3,-0.09,0.38,-0.14,-0.03,-0.09
,4/1/2008,1.85,2.11,2.36,0.28,3.14,2.08,0.19,0.21,-0.13,0.26,-0.09,0.34,-0.16,-0.02,-0.09
,5/1/2008,1.87,2.14,2.39,0.31,3.28,2.15,0.23,0.23,-0.16,0.29,-0.07,0.38,-0.18,-0.03,-0.13
,6/1/2008,1.95,2.2,2.44,0.37,3.81,2.21,0.26,0.21,-0.11,0.29,-0.05,0.39,-0.21,-0.03,-0.07
,7/1/2008,1.86,2.11,2.37,0.28,4.14,2.24,0.26,0.14,-0.13,0.27,-0.03,0.36,-0.25,-0.03,-0.1
,8/1/2008,1.65,1.9,2.15,0.08,3.98,2.22,0.19,-0.01,-0.11,0.18,-0.01,0.24,-0.29,-0.01,-0.08
,9/1/2008,1.5,1.76,2.01,-0.06,3.67,2.04,0.14,-0.16,-0.05,0.11,0.02,0.15,-0.32,-0.01,-0.04
,10/1/2008,1.33,1.6,1.86,-0.22,2.67,1.63,0.07,-0.29,0,0.02,0.04,0.03,-0.33,0,-0.01
,11/1/2008,1.2,1.47,1.74,-0.36,0.93,1.39,0.03,-0.4,0.02,-0.03,0.06,-0.04,-0.35,0,0.01
,12/1/2008,1.12,1.38,1.64,-0.45,0.13,1.14,0,-0.46,0.01,-0.07,0.08,-0.1,-0.34,0.01,0
,1/1/2009,1.04,1.31,1.58,-0.52,-0.11,0.91,0.01,-0.47,-0.06,-0.07,0.09,-0.1,-0.34,0,-0.07
,2/1/2009,0.94,1.21,1.46,-0.62,-0.13,0.89,0,-0.5,-0.12,-0.1,0.11,-0.14,-0.34,0.01,-0.13
,3/1/2009,0.89,1.16,1.42,-0.66,-0.53,0.76,-0.01,-0.53,-0.12,-0.12,0.13,-0.18,-0.32,0.01,-0.14
,4/1/2009,0.91,1.16,1.41,-0.66,-0.57,0.93,0,-0.48,-0.18,-0.12,0.13,-0.17,-0.27,0.01,-0.2
,5/1/2009,0.87,1.11,1.35,-0.72,-0.89,0.82,-0.02,-0.46,-0.23,-0.13,0.13,-0.19,-0.24,0.01,-0.25
,6/1/2009,0.9,1.13,1.34,-0.7,-1.02,0.72,0,-0.38,-0.33,-0.11,0.13,-0.15,-0.21,0,-0.34
,7/1/2009,0.8,1.03,1.25,-0.8,-1.47,0.63,-0.01,-0.34,-0.46,-0.1,0.12,-0.15,-0.17,0,-0.46
,8/1/2009,0.89,1.11,1.33,-0.72,-1.1,0.65,0.04,-0.25,-0.52,-0.06,0.12,-0.09,-0.14,0,-0.52
,9/1/2009,0.86,1.09,1.33,-0.74,-1.02,0.73,0.06,-0.16,-0.64,-0.03,0.09,-0.05,-0.11,0,-0.63
,10/1/2009,0.88,1.1,1.34,-0.73,0.01,1.24,0.06,-0.13,-0.66,-0.02,0.08,-0.03,-0.1,0,-0.65
,11/1/2009,0.78,1.01,1.22,-0.82,1.46,1.37,0.02,-0.16,-0.68,-0.04,0.06,-0.05,-0.1,0,-0.68
,12/1/2009,0.76,0.97,1.19,-0.85,2.09,1.51,-0.02,-0.19,-0.64,-0.06,0.05,-0.09,-0.1,0,-0.64
,1/1/2010,0.74,0.97,1.2,-0.86,2.3,1.69,-0.04,-0.2,-0.62,-0.07,0.05,-0.1,-0.08,0,-0.62
,2/1/2010,0.72,0.94,1.15,-0.89,2.12,1.7,-0.07,-0.23,-0.6,-0.09,0.03,-0.12,-0.08,0,-0.6
,3/1/2010,0.74,0.96,1.17,-0.87,2.37,1.78,-0.07,-0.21,-0.6,-0.08,0.03,-0.1,-0.08,0,-0.6
,4/1/2010,0.69,0.91,1.14,-0.92,2.28,1.6,-0.11,-0.26,-0.54,-0.11,0.01,-0.14,-0.1,0,-0.55
,5/1/2010,0.73,0.94,1.17,-0.89,2.21,1.64,-0.12,-0.29,-0.48,-0.11,0.01,-0.15,-0.11,0,-0.49
,6/1/2010,0.72,0.95,1.17,-0.88,1.56,1.56,-0.11,-0.31,-0.46,-0.12,0.02,-0.15,-0.13,0,-0.47
,7/1/2010,0.77,1,1.22,-0.83,1.64,1.47,-0.07,-0.29,-0.48,-0.09,0.03,-0.12,-0.14,0,-0.48
,8/1/2010,0.88,1.09,1.31,-0.73,1.48,1.42,-0.02,-0.23,-0.49,-0.06,0.05,-0.08,-0.15,0,-0.49
,9/1/2010,1,1.22,1.44,-0.6,1.42,1.3,0.02,-0.21,-0.43,-0.03,0.06,-0.05,-0.16,0,-0.43
,10/1/2010,1.11,1.33,1.55,-0.5,1.36,1.08,0.06,-0.18,-0.39,-0.01,0.07,-0.01,-0.17,0,-0.38
,11/1/2010,1.3,1.51,1.73,-0.31,1.31,1.12,0.13,-0.12,-0.32,0.04,0.08,0.05,-0.18,0,-0.32
,12/1/2010,1.44,1.66,1.88,-0.17,1.48,1.06,0.19,-0.06,-0.3,0.08,0.09,0.11,-0.19,0,-0.3
,1/1/2011,1.66,1.88,2.11,0.06,1.56,1.12,0.29,0.04,-0.28,0.17,0.1,0.21,-0.19,0,-0.27
,2/1/2011,1.77,2,2.22,0.17,1.85,1.21,0.33,0.09,-0.27,0.2,0.11,0.25,-0.18,0,-0.26
,3/1/2011,1.82,2.04,2.26,0.21,2.11,1.21,0.37,0.13,-0.3,0.22,0.12,0.28,-0.18,-0.01,-0.28
,4/1/2011,1.86,2.08,2.31,0.25,2.49,1.39,0.39,0.15,-0.3,0.23,0.13,0.3,-0.17,-0.01,-0.28
,5/1/2011,1.89,2.11,2.34,0.29,2.77,1.52,0.39,0.16,-0.27,0.24,0.13,0.3,-0.17,-0.01,-0.26
,6/1/2011,1.82,2.04,2.26,0.21,2.79,1.59,0.34,0.08,-0.22,0.19,0.13,0.25,-0.18,0,-0.21
,7/1/2011,1.83,2.05,2.27,0.22,2.88,1.73,0.32,0.06,-0.16,0.17,0.13,0.22,-0.19,0,-0.16
,8/1/2011,1.82,2.03,2.25,0.2,2.98,1.84,0.3,0.04,-0.15,0.15,0.13,0.2,-0.18,0,-0.15
,9/1/2011,1.69,1.91,2.12,0.08,3.02,1.85,0.27,-0.02,-0.18,0.11,0.14,0.15,-0.19,0,-0.17
,10/1/2011,1.66,1.87,2.08,0.04,2.69,1.74,0.25,-0.04,-0.16,0.09,0.14,0.12,-0.18,0,-0.16
,11/1/2011,1.7,1.9,2.12,0.08,2.7,1.83,0.25,0,-0.18,0.09,0.14,0.12,-0.14,0,-0.18
,12/1/2011,1.75,1.96,2.18,0.13,2.53,1.97,0.26,0.03,-0.16,0.1,0.14,0.13,-0.12,0,-0.16
,1/1/2012,1.82,2.04,2.26,0.21,2.57,2.06,0.28,0.09,-0.16,0.12,0.13,0.16,-0.09,0,-0.16
,2/1/2012,1.67,1.89,2.1,0.06,2.51,2.03,0.2,0.01,-0.16,0.06,0.12,0.08,-0.08,0,-0.16
,3/1/2012,1.64,1.86,2.08,0.03,2.3,2.04,0.17,-0.01,-0.13,0.04,0.11,0.06,-0.08,0,-0.13
,4/1/2012,1.54,1.76,1.98,-0.07,2,1.97,0.12,-0.06,-0.12,0.01,0.1,0.02,-0.08,0,-0.12
,5/1/2012,1.4,1.61,1.82,-0.22,1.58,1.83,0.07,-0.1,-0.2,-0.01,0.08,-0.01,-0.09,0,-0.19
,6/1/2012,1.35,1.57,1.78,-0.26,1.55,1.82,0.06,-0.11,-0.22,-0.01,0.07,-0.02,-0.09,0,-0.21
,7/1/2012,1.34,1.56,1.77,-0.27,1.41,1.77,0.02,-0.14,-0.17,-0.03,0.07,-0.05,-0.09,0,-0.16
,8/1/2012,1.4,1.62,1.83,-0.21,1.51,1.64,0.01,-0.14,-0.09,-0.04,0.05,-0.05,-0.09,0,-0.09
,9/1/2012,1.45,1.67,1.87,-0.16,1.68,1.69,0.03,-0.1,-0.1,-0.02,0.05,-0.02,-0.07,0,-0.1
,10/1/2012,1.52,1.73,1.95,-0.09,1.98,1.89,0.06,-0.04,-0.12,0.01,0.04,0.02,-0.06,0,-0.12
,11/1/2012,1.44,1.65,1.87,-0.18,1.7,1.78,0.03,-0.05,-0.16,0,0.03,0,-0.06,0,-0.16
,12/1/2012,1.36,1.58,1.8,-0.25,1.62,1.69,0,-0.06,-0.19,-0.01,0.02,-0.02,-0.05,0,-0.19
,1/1/2013,1.38,1.59,1.8,-0.24,1.47,1.59,-0.01,-0.06,-0.17,-0.02,0.01,-0.02,-0.04,0,-0.17
,2/1/2013,1.31,1.52,1.74,-0.31,1.6,1.56,-0.06,-0.11,-0.13,-0.05,0,-0.07,-0.04,0,-0.14
,3/1/2013,1.27,1.49,1.71,-0.33,1.28,1.48,-0.09,-0.13,-0.11,-0.07,0,-0.1,-0.03,0,-0.11
,4/1/2013,1.27,1.49,1.7,-0.34,1.04,1.38,-0.09,-0.14,-0.11,-0.07,0,-0.1,-0.03,0,-0.11
,5/1/2013,1.27,1.48,1.7,-0.34,1.23,1.39,-0.09,-0.14,-0.12,-0.07,0,-0.09,-0.03,0,-0.12
,6/1/2013,1.3,1.52,1.74,-0.31,1.51,1.46,-0.06,-0.11,-0.14,-0.05,0,-0.07,-0.03,0,-0.14
,7/1/2013,1.24,1.46,1.67,-0.37,1.6,1.49,-0.07,-0.14,-0.17,-0.06,0.01,-0.08,-0.05,0,-0.17
,8/1/2013,1.23,1.44,1.65,-0.39,1.4,1.53,-0.1,-0.18,-0.12,-0.09,0,-0.11,-0.05,0,-0.12
,9/1/2013,1.22,1.43,1.65,-0.4,1.14,1.53,-0.09,-0.17,-0.14,-0.09,0.01,-0.11,-0.05,0,-0.13
,10/1/2013,1.25,1.46,1.68,-0.37,0.98,1.45,-0.09,-0.17,-0.11,-0.09,0.01,-0.11,-0.04,0,-0.11
,11/1/2013,1.29,1.52,1.73,-0.31,1.2,1.51,-0.08,-0.15,-0.08,-0.07,0.01,-0.1,-0.04,0,-0.09
,12/1/2013,1.32,1.54,1.75,-0.28,1.39,1.55,-0.07,-0.16,-0.06,-0.06,0.01,-0.09,-0.06,0,-0.06
,1/1/2014,1.33,1.55,1.77,-0.28,1.41,1.45,-0.04,-0.14,-0.09,-0.05,0.01,-0.07,-0.07,0,-0.09
,2/1/2014,1.36,1.58,1.8,-0.24,1.09,1.39,-0.02,-0.14,-0.09,-0.03,0.01,-0.04,-0.09,0,-0.09
,3/1/2014,1.45,1.67,1.9,-0.16,1.39,1.45,0.01,-0.11,-0.06,-0.01,0.01,-0.01,-0.1,0,-0.06
,4/1/2014,1.46,1.69,1.91,-0.13,1.67,1.57,0.02,-0.1,-0.07,0,0.01,0,-0.1,0,-0.07
,5/1/2014,1.45,1.67,1.88,-0.16,1.77,1.62,0.02,-0.1,-0.09,0,0.02,0,-0.1,0,-0.09
,6/1/2014,1.35,1.56,1.77,-0.27,1.65,1.56,-0.01,-0.16,-0.1,-0.03,0.01,-0.04,-0.11,0,-0.1
,7/1/2014,1.38,1.6,1.8,-0.23,1.67,1.61,-0.01,-0.15,-0.07,-0.03,0.01,-0.04,-0.11,0,-0.07
,8/1/2014,1.28,1.5,1.73,-0.33,1.51,1.54,-0.05,-0.2,-0.07,-0.05,0,-0.07,-0.12,0,-0.07
,9/1/2014,1.29,1.51,1.73,-0.31,1.5,1.55,-0.07,-0.21,-0.05,-0.06,0,-0.08,-0.12,0,-0.05
,10/1/2014,1.28,1.51,1.72,-0.32,1.33,1.47,-0.09,-0.22,-0.01,-0.08,0,-0.1,-0.1,0,-0.01
,11/1/2014,1.22,1.44,1.67,-0.39,1.09,1.39,-0.13,-0.27,0,-0.1,-0.01,-0.13,-0.11,0,0.01
,12/1/2014,1.18,1.39,1.63,-0.44,0.73,1.36,-0.13,-0.29,-0.02,-0.11,0,-0.14,-0.12,0,-0.01
,1/1/2015,1.19,1.42,1.64,-0.41,0.04,1.21,-0.15,-0.32,0.05,-0.13,0,-0.17,-0.13,0,0.05
,2/1/2015,1.23,1.46,1.68,-0.37,0.17,1.28,-0.12,-0.29,0.03,-0.11,0.01,-0.14,-0.13,0,0.04
,3/1/2015,1.22,1.44,1.66,-0.39,0.2,1.28,-0.11,-0.29,0.02,-0.11,0.02,-0.14,-0.13,0,0.02
,4/1/2015,1.26,1.49,1.71,-0.34,0.11,1.29,-0.09,-0.25,0,-0.09,0.02,-0.12,-0.12,0,0.01
,5/1/2015,1.3,1.52,1.74,-0.31,0.19,1.25,-0.08,-0.24,0.01,-0.08,0.02,-0.1,-0.12,0,0.01
,6/1/2015,1.36,1.59,1.81,-0.24,0.27,1.25,-0.07,-0.22,0.04,-0.07,0.01,-0.09,-0.12,0,0.04
,7/1/2015,1.3,1.52,1.74,-0.3,0.22,1.18,-0.08,-0.24,0.02,-0.08,0.01,-0.11,-0.12,0,0.02
,8/1/2015,1.28,1.51,1.72,-0.32,0.24,1.22,-0.08,-0.24,0,-0.09,0.01,-0.11,-0.12,0,0
,9/1/2015,1.32,1.55,1.77,-0.27,0.07,1.23,-0.06,-0.23,0.01,-0.07,0.02,-0.09,-0.13,0,0.01
,10/1/2015,1.22,1.46,1.67,-0.37,0.1,1.18,-0.08,-0.25,-0.05,-0.08,0.02,-0.11,-0.13,0,-0.05
,11/1/2015,1.11,1.35,1.58,-0.48,0.25,1.2,-0.12,-0.28,-0.09,-0.12,0.02,-0.16,-0.11,0,-0.08
,12/1/2015,1.18,1.4,1.63,-0.43,0.35,1.19,-0.12,-0.24,-0.07,-0.11,0.01,-0.15,-0.08,0,-0.06
,1/1/2016,1.42,1.65,1.88,-0.18,0.87,1.41,-0.03,-0.13,-0.02,-0.05,0.02,-0.06,-0.06,0,-0.01
,2/1/2016,1.52,1.74,1.97,-0.09,0.64,1.47,-0.01,-0.08,0,-0.02,0.02,-0.03,-0.04,0,0
,3/1/2016,1.51,1.73,1.96,-0.1,0.69,1.46,-0.03,-0.08,0.01,-0.04,0.02,-0.05,-0.02,0,0.01
,4/1/2016,1.61,1.84,2.06,0.01,0.93,1.52,-0.01,-0.04,0.05,-0.02,0.01,-0.03,-0.01,0,0.04
,5/1/2016,1.54,1.76,2,-0.06,0.85,1.57,-0.06,-0.08,0.08,-0.06,0.01,-0.07,0,0,0.08
,6/1/2016,1.46,1.69,1.92,-0.14,0.83,1.55,-0.08,-0.11,0.05,-0.07,0,-0.09,0,0,0.06
,7/1/2016,1.46,1.7,1.93,-0.13,0.76,1.6,-0.08,-0.09,0.03,-0.07,0,-0.09,0.01,0,0.04
,8/1/2016,1.52,1.76,1.99,-0.07,0.89,1.7,-0.06,-0.07,0.05,-0.05,0,-0.06,0,0,0.05
,9/1/2016,1.58,1.8,2.04,-0.03,1.22,1.69,-0.05,-0.08,0.1,-0.04,0,-0.06,-0.01,0,0.1
,10/1/2016,1.56,1.8,2.02,-0.03,1.43,1.78,-0.06,-0.08,0.1,-0.04,-0.01,-0.06,-0.02,0,0.1
,11/1/2016,1.5,1.74,1.97,-0.09,1.4,1.72,-0.08,-0.1,0.08,-0.05,-0.01,-0.07,-0.02,0,0.08
,12/1/2016,1.55,1.78,2.01,-0.05,1.66,1.77,-0.03,-0.06,0.04,-0.02,-0.01,-0.02,-0.03,0,0.04
,1/1/2017,1.69,1.91,2.16,0.09,2.01,1.86,0.05,0.03,0,0.04,0,0.05,-0.03,0,0
,2/1/2017,1.59,1.84,2.08,0.01,2.2,1.87,0.03,0.01,-0.03,0.02,0,0.03,-0.03,0,-0.03
,3/1/2017,1.41,1.65,1.88,-0.18,1.91,1.68,-0.04,-0.07,-0.08,-0.02,-0.01,-0.03,-0.04,0,-0.07
,4/1/2017,1.4,1.62,1.86,-0.2,1.77,1.64,-0.05,-0.07,-0.08,-0.03,-0.01,-0.04,-0.03,0,-0.08
,5/1/2017,1.31,1.55,1.78,-0.28,1.56,1.55,-0.1,-0.14,-0.05,-0.07,-0.01,-0.09,-0.03,0,-0.04
,6/1/2017,1.29,1.54,1.77,-0.28,1.47,1.58,-0.12,-0.17,-0.01,-0.09,-0.01,-0.12,-0.03,0,-0.01
,7/1/2017,1.38,1.62,1.86,-0.21,1.49,1.5,-0.09,-0.13,0.01,-0.07,-0.01,-0.1,-0.03,0,0.01
,8/1/2017,1.51,1.75,2.01,-0.07,1.57,1.43,-0.06,-0.08,0.07,-0.04,-0.01,-0.06,-0.02,0,0.07
,9/1/2017,1.53,1.78,2.01,-0.05,1.76,1.42,-0.05,-0.06,0.06,-0.04,-0.01,-0.04,-0.01,0,0.06
,10/1/2017,1.62,1.86,2.1,0.03,1.68,1.54,-0.02,-0.02,0.06,-0.01,0,-0.02,0,0,0.06
,11/1/2017,1.6,1.83,2.07,0.01,1.79,1.55,-0.02,-0.02,0.04,-0.02,0,-0.02,0.01,0,0.04
,12/1/2017,1.74,1.99,2.23,0.16,1.77,1.58,0.04,0.06,0.05,0.03,0.01,0.03,0.02,0,0.05
,1/1/2018,1.85,2.1,2.36,0.27,1.76,1.63,0.11,0.15,0,0.08,0.01,0.1,0.04,0,0
,2/1/2018,1.76,2.01,2.27,0.18,1.84,1.64,0.1,0.13,-0.05,0.07,0.01,0.09,0.04,0,-0.05
,3/1/2018,1.8,2.04,2.3,0.22,2,1.91,0.09,0.12,0,0.06,0.01,0.08,0.04,0,-0.01
,4/1/2018,1.76,2,2.25,0.18,2.05,1.88,0.06,0.1,0.01,0.04,0.01,0.06,0.03,0,0.01
,5/1/2018,1.62,1.86,2.12,0.04,2.27,1.98,0.02,0.04,-0.02,0.01,0,0.01,0.02,0,-0.02
,6/1/2018,1.5,1.77,2.01,-0.06,2.27,1.94,-0.02,-0.01,-0.04,-0.01,0,-0.02,0.02,0,-0.04
,7/1/2018,1.53,1.78,2.03,-0.04,2.34,2,-0.02,-0.02,-0.01,-0.01,-0.01,-0.02,0,0,-0.01
,8/1/2018,1.55,1.8,2.05,-0.03,2.18,1.9,-0.02,-0.02,0,0,-0.01,0,-0.01,0,0
,9/1/2018,1.57,1.82,2.08,-0.01,2.01,1.96,0.01,0.01,-0.04,0.01,0,0.02,0,0,-0.04
,10/1/2018,1.67,1.94,2.2,0.11,2.05,1.87,0.04,0.06,0.01,0.04,0,0.05,0.01,0,0.01
,11/1/2018,1.82,2.08,2.35,0.25,1.94,2.01,0.09,0.11,0.06,0.08,0,0.1,-0.01,0,0.05
,12/1/2018,1.79,2.04,2.3,0.21,1.86,2.04,0.1,0.12,-0.01,0.09,0,0.11,0,0,-0.01
,1/1/2019,1.72,1.98,2.23,0.15,1.43,1.84,0.09,0.09,-0.03,0.08,0,0.1,-0.01,0,-0.03
,2/1/2019,1.67,1.93,2.16,0.1,1.4,1.74,0.04,0.03,0.03,0.04,0,0.05,-0.02,0,0.03
,3/1/2019,1.64,1.89,2.13,0.06,1.52,1.62,0,-0.02,0.08,0,0,0,-0.02,0,0.07
,4/1/2019,1.59,1.85,2.12,0.02,1.57,1.64,-0.03,-0.04,0.09,-0.02,0,-0.03,-0.01,0,0.09
,5/1/2019,1.58,1.84,2.1,0.01,1.47,1.56,0,-0.02,0.03,0,0,0,-0.02,0,0.03
,6/1/2019,1.58,1.85,2.11,0.02,1.43,1.66,0,-0.01,0.03,0,0,0,-0.01,0,0.03
,7/1/2019,1.46,1.73,1.98,-0.1,1.45,1.64,-0.04,-0.05,-0.01,-0.03,0,-0.04,0,0,-0.01
,8/1/2019,1.42,1.67,1.94,-0.16,1.43,1.75,-0.05,-0.07,-0.04,-0.05,0,-0.06,0.01,0,-0.03
,9/1/2019,1.43,1.71,1.98,-0.11,1.28,1.63,-0.04,-0.05,-0.03,-0.03,0.01,-0.04,0.01,0,-0.02
,10/1/2019,1.4,1.65,1.93,-0.17,1.29,1.62,-0.05,-0.05,-0.07,-0.04,0.01,-0.06,0.03,0,-0.06
,11/1/2019,1.42,1.69,1.96,-0.14,1.36,1.5,-0.05,-0.05,-0.04,-0.04,0.01,-0.06,0.03,0,-0.04
,12/1/2019,1.52,1.81,2.08,-0.02,1.56,1.54,-0.02,0,-0.01,-0.02,0.01,-0.03,0.05,0,-0.01
,1/1/2020,1.71,1.99,2.27,0.16,1.79,1.59,0.03,0.08,0.05,0.01,0.02,0.02,0.06,0,0.05
,2/1/2020,1.68,1.97,2.27,0.14,1.69,1.7,0.02,0.08,0.05,0,0.02,0,0.08,0,0.04
,3/1/2020,1.63,1.95,2.26,0.12,1.17,1.53,-0.03,-0.01,0.16,-0.04,0.03,-0.06,0.07,0,0.15
,4/1/2020,1.6,1.94,2.26,0.11,0.46,1,-0.03,-0.05,0.19,-0.06,0.04,-0.08,0.04,0,0.19
,5/1/2020,1.63,1.92,2.22,0.1,0.49,1,0.03,0.04,0.03,0,0.03,0,0.04,0,0.03
,6/1/2020,1.61,1.89,2.19,0.07,0.76,0.97,0.08,0.1,-0.11,0.04,0.03,0.03,0.06,0,-0.11
,7/1/2020,1.7,1.99,2.29,0.16,0.92,1.21,0.15,0.16,-0.14,0.1,0.04,0.09,0.06,0,-0.15
,8/1/2020,1.69,1.99,2.29,0.17,1.16,1.39,0.18,0.2,-0.23,0.13,0.04,0.12,0.07,0,-0.24
,9/1/2020,1.65,1.95,2.25,0.12,1.28,1.48,0.21,0.22,-0.31,0.15,0.05,0.14,0.08,0,-0.32
,10/1/2020,1.75,2.06,2.34,0.24,1.19,1.42,0.25,0.26,-0.29,0.19,0.05,0.17,0.08,0.01,-0.3
,11/1/2020,1.78,2.08,2.4,0.26,1.19,1.45,0.3,0.31,-0.36,0.23,0.06,0.21,0.09,0.01,-0.38
,12/1/2020,2.05,2.35,2.66,0.52,1.33,1.51,0.41,0.42,-0.31,0.32,0.06,0.29,0.12,0.03,-0.35
,1/1/2021,2.33,2.62,2.93,0.79,1.59,1.7,0.52,0.53,-0.25,0.43,0.07,0.37,0.15,0.04,-0.3
,2/1/2021,2.67,2.95,3.25,1.12,1.84,1.71,0.62,0.67,-0.16,0.53,0.07,0.46,0.18,0.06,-0.23
,3/1/2021,3.07,3.39,3.71,1.56,2.67,2.2,0.84,0.83,-0.12,0.75,0.07,0.63,0.18,0.09,-0.21
,4/1/2021,3.42,3.76,4.09,1.93,3.64,3.13,1.02,0.99,-0.1,0.92,0.07,0.78,0.19,0.11,-0.21
,5/1/2021,3.61,3.93,4.27,2.11,4.07,3.54,1.05,1.08,-0.03,0.96,0.07,0.84,0.22,0.13,-0.17
,6/1/2021,3.85,4.17,4.52,2.35,4.31,3.86,1.12,1.18,0.04,1.04,0.06,0.94,0.23,0.15,-0.11
,7/1/2021,3.94,4.25,4.59,2.43,4.47,3.93,1.1,1.26,0.06,1.02,0.06,0.98,0.26,0.15,-0.1
,8/1/2021,4.11,4.42,4.74,2.59,4.58,3.96,1.16,1.32,0.1,1.07,0.07,1.03,0.28,0.17,-0.06
,9/1/2021,4.5,4.82,5.17,2.99,4.74,4.01,1.3,1.47,0.22,1.21,0.07,1.16,0.3,0.19,0.03
,10/1/2021,4.77,5.11,5.47,3.28,5.34,4.44,1.42,1.56,0.3,1.33,0.07,1.25,0.29,0.22,0.08
,11/1/2021,4.82,5.16,5.53,3.33,5.93,4.89,1.43,1.6,0.31,1.33,0.07,1.26,0.31,0.22,0.09
,12/1/2021,4.81,5.15,5.51,3.32,6.14,5.21,1.39,1.6,0.32,1.3,0.08,1.25,0.33,0.22,0.1
,1/1/2022,4.9,5.24,5.62,3.41,6.27,5.36,1.44,1.56,0.41,1.35,0.07,1.24,0.31,0.23,0.17
,2/1/2022,5.02,5.37,5.72,3.54,6.55,5.6,1.43,1.61,0.49,1.36,0.06,1.29,0.31,0.25,0.24
,3/1/2022,5.02,5.36,5.71,3.53,6.93,5.59,1.38,1.61,0.54,1.32,0.04,1.29,0.32,0.25,0.29
,4/1/2022,5.01,5.36,5.69,3.53,6.68,5.35,1.31,1.58,0.62,1.28,0.03,1.25,0.33,0.25,0.37
,5/1/2022,5.11,5.45,5.79,3.62,6.79,5.18,1.27,1.59,0.75,1.24,0.03,1.24,0.35,0.26,0.48
,6/1/2022,5.27,5.63,5.96,3.8,7.24,5.32,1.25,1.6,0.92,1.22,0.02,1.23,0.37,0.28,0.63
,7/1/2022,5.11,5.44,5.78,3.61,6.75,5.11,1.12,1.51,0.97,1.11,0,1.12,0.38,0.27,0.7
,8/1/2022,5.07,5.39,5.74,3.56,6.64,5.36,1.05,1.47,1.04,1.04,0,1.05,0.41,0.26,0.78
,9/1/2022,4.79,5.11,5.47,3.29,6.67,5.61,0.9,1.36,1.02,0.9,-0.01,0.92,0.43,0.23,0.8
,10/1/2022,4.45,4.77,5.1,2.94,6.46,5.46,0.77,1.24,0.93,0.77,-0.02,0.79,0.43,0.19,0.73
,11/1/2022,4.41,4.72,5.03,2.9,6.03,5.21,0.7,1.22,0.96,0.7,-0.02,0.74,0.46,0.18,0.78
,12/1/2022,4.49,4.81,5.13,2.98,5.52,4.97,0.71,1.22,1.04,0.7,-0.01,0.74,0.47,0.19,0.85
