code,description,measure,name,frequency,unit,adjustment,source
A130400017T,Index Numbers ;  Motor vehicles ;  Australia ;,Index Numbers,Motor vehicles,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400143F,Index Numbers ;  Spare parts and accessories for motor vehicles ;  Australia ;,Index Numbers,Spare parts and accessories for motor vehicles,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400136J,Index Numbers ;  Automotive fuel ;  Australia ;,Index Numbers,Automotive fuel,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400745R,Index Numbers ;  Maintenance and repair of motor vehicles ;  Australia ;,Index Numbers,Maintenance and repair of motor vehicles,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400738T,Index Numbers ;  Other services in respect of motor vehicles ;  Australia ;,Index Numbers,Other services in respect of motor vehicles,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400598A,Index Numbers ;  Urban transport fares ;  Australia ;,Index Numbers,Urban transport fares,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400045A,Index Numbers ;  Communication ;  Australia ;,Index Numbers,Communication,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400129K,Index Numbers ;  Postal services ;  Australia ;,Index Numbers,Postal services,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400010A,Index Numbers ;  Telecommunication equipment and services ;  Australia ;,Index Numbers,Telecommunication equipment and services,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130399856X,Index Numbers ;  Recreation and culture ;  Australia ;,Index Numbers,Recreation and culture,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400248A,"Index Numbers ;  Audio, visual and computing equipment ;  Australia ;",Index Numbers,"Audio, visual and computing equipment",Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400094W,"Index Numbers ;  Audio, visual and computing media and services ;  Australia ;",Index Numbers,"Audio, visual and computing media and services",Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400262W,Index Numbers ;  Books ;  Australia ;,Index Numbers,Books,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400101J,"Index Numbers ;  Newspapers, magazines and stationery ;  Australia ;",Index Numbers,"Newspapers, magazines and stationery",Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400255X,Index Numbers ;  Domestic holiday travel and accommodation ;  Australia ;,Index Numbers,Domestic holiday travel and accommodation,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400031L,Index Numbers ;  International holiday travel and accommodation ;  Australia ;,Index Numbers,International holiday travel and accommodation,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400038C,"Index Numbers ;  Equipment for sports, camping and open-air recreation ;  Australia ;",Index Numbers,"Equipment for sports, camping and open-air recreation",Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400472V,"Index Numbers ;  Games, toys and hobbies ;  Australia ;",Index Numbers,"Games, toys and hobbies",Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400591K,Index Numbers ;  Pets and related products ;  Australia ;,Index Numbers,Pets and related products,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400360A,Index Numbers ;  Veterinary and other services for pets ;  Australia ;,Index Numbers,Veterinary and other services for pets,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400808L,Index Numbers ;  Sports participation ;  Australia ;,Index Numbers,Sports participation,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400164T,"Index Numbers ;  Other recreational, sporting and cultural services ;  Australia ;",Index Numbers,"Other recreational, sporting and cultural services",Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400052X,Index Numbers ;  Education ;  Australia ;,Index Numbers,Education,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400395A,Index Numbers ;  Preschool and primary education ;  Australia ;,Index Numbers,Preschool and primary education,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130399870V,Index Numbers ;  Secondary education ;  Australia ;,Index Numbers,Secondary education,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400276K,Index Numbers ;  Tertiary education ;  Australia ;,Index Numbers,Tertiary education,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130399877K,Index Numbers ;  Insurance and financial services ;  Australia ;,Index Numbers,Insurance and financial services,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400409C,Index Numbers ;  Insurance ;  Australia ;,Index Numbers,Insurance,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130399898W,Index Numbers ;  Deposit and loan facilities (direct charges) ;  Australia ;,Index Numbers,Deposit and loan facilities (direct charges),Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130399849A,Index Numbers ;  Other financial services ;  Australia ;,Index Numbers,Other financial services,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130399961A,Index Numbers ;  Tradables ;  Australia ;,Index Numbers,Tradables,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400388C,Index Numbers ;  Non-tradables ;  Australia ;,Index Numbers,Non-tradables,Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130400619A,"Index Numbers ;  All groups, goods component ;  Australia ;",Index Numbers,"All groups, goods component",Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130399835L,"Index Numbers ;  All groups, services component ;  Australia ;",Index Numbers,"All groups, services component",Month,Index Numbers,Seasonally Adjusted,640107.xlsx
A130576778W,Combined Seasonal Adjustment Factors ;  Australia ;  Bread ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576779X,Combined Seasonal Adjustment Factors ;  Australia ;  Cakes and biscuits ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576755F,Combined Seasonal Adjustment Factors ;  Australia ;  Breakfast cereals ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576780J,Combined Seasonal Adjustment Factors ;  Australia ;  Other cereal products ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576734V,Combined Seasonal Adjustment Factors ;  Australia ;  Beef and veal ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576753A,Combined Seasonal Adjustment Factors ;  Australia ;  Pork ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576735W,Combined Seasonal Adjustment Factors ;  Australia ;  Lamb and goat ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576781K,Combined Seasonal Adjustment Factors ;  Australia ;  Poultry ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576756J,Combined Seasonal Adjustment Factors ;  Australia ;  Other meats ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576711C,Combined Seasonal Adjustment Factors ;  Australia ;  Fish and other seafood ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576708R,Combined Seasonal Adjustment Factors ;  Australia ;  Milk ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576709T,Combined Seasonal Adjustment Factors ;  Australia ;  Cheese ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576710A,Combined Seasonal Adjustment Factors ;  Australia ;  Ice cream and other dairy products ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576730K,Combined Seasonal Adjustment Factors ;  Australia ;  Fruit ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576766L,Combined Seasonal Adjustment Factors ;  Australia ;  Vegetables ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576712F,Combined Seasonal Adjustment Factors ;  Australia ;  Eggs ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576789C,"Combined Seasonal Adjustment Factors ;  Australia ;  Jams, honey and spreads ;",Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576750V,Combined Seasonal Adjustment Factors ;  Australia ;  Food additives and condiments ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576724R,Combined Seasonal Adjustment Factors ;  Australia ;  Oils and fats ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576741T,Combined Seasonal Adjustment Factors ;  Australia ;  Snacks and confectionery ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576757K,Combined Seasonal Adjustment Factors ;  Australia ;  Other food products n.e.c. ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576736X,"Combined Seasonal Adjustment Factors ;  Australia ;  Coffee, tea and cocoa ;",Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576776T,"Combined Seasonal Adjustment Factors ;  Australia ;  Waters, soft drinks and juices ;",Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576718V,Combined Seasonal Adjustment Factors ;  Australia ;  Restaurant meals ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576770C,Combined Seasonal Adjustment Factors ;  Australia ;  Take away and fast foods ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576748J,Combined Seasonal Adjustment Factors ;  Australia ;  Spirits ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576761A,Combined Seasonal Adjustment Factors ;  Australia ;  Wine ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576739F,Combined Seasonal Adjustment Factors ;  Australia ;  Beer ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576715L,Combined Seasonal Adjustment Factors ;  Australia ;  Tobacco ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576763F,Combined Seasonal Adjustment Factors ;  Australia ;  Garments for men ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576716R,Combined Seasonal Adjustment Factors ;  Australia ;  Garments for women ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576725T,Combined Seasonal Adjustment Factors ;  Australia ;  Garments for infants and children ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576782L,Combined Seasonal Adjustment Factors ;  Australia ;  Footwear for men ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576790L,Combined Seasonal Adjustment Factors ;  Australia ;  Footwear for women ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576744X,Combined Seasonal Adjustment Factors ;  Australia ;  Footwear for infants and children ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576726V,Combined Seasonal Adjustment Factors ;  Australia ;  Accessories ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576719W,"Combined Seasonal Adjustment Factors ;  Australia ;  Cleaning, repair and hire of clothing and footwear ;",Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576743W,Combined Seasonal Adjustment Factors ;  Australia ;  Rents ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576727W,Combined Seasonal Adjustment Factors ;  Australia ;  New dwelling purchase by owner-occupiers ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576745A,Combined Seasonal Adjustment Factors ;  Australia ;  Maintenance and repair of the dwelling ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576764J,Combined Seasonal Adjustment Factors ;  Australia ;  Property rates and charges ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576784T,Combined Seasonal Adjustment Factors ;  Australia ;  Water and sewerage ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576783R,Combined Seasonal Adjustment Factors ;  Australia ;  Electricity ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576777V,Combined Seasonal Adjustment Factors ;  Australia ;  Gas and other household fuels ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576737A,Combined Seasonal Adjustment Factors ;  Australia ;  Furniture ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576732R,Combined Seasonal Adjustment Factors ;  Australia ;  Carpets and other floor coverings ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576769V,Combined Seasonal Adjustment Factors ;  Australia ;  Household textiles ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576758L,Combined Seasonal Adjustment Factors ;  Australia ;  Major household appliances ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576740R,Combined Seasonal Adjustment Factors ;  Australia ;  Small electric household appliances ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576787X,"Combined Seasonal Adjustment Factors ;  Australia ;  Glassware, tableware and household utensils ;",Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576771F,Combined Seasonal Adjustment Factors ;  Australia ;  Tools and equipment for house and garden ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576746C,Combined Seasonal Adjustment Factors ;  Australia ;  Cleaning and maintenance products ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576762C,Combined Seasonal Adjustment Factors ;  Australia ;  Personal care products ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576728X,Combined Seasonal Adjustment Factors ;  Australia ;  Other non-durable household products ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576775R,Combined Seasonal Adjustment Factors ;  Australia ;  Child care ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576793V,Combined Seasonal Adjustment Factors ;  Australia ;  Hairdressing and personal grooming services ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576752X,Combined Seasonal Adjustment Factors ;  Australia ;  Other household services ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576723L,Combined Seasonal Adjustment Factors ;  Australia ;  Pharmaceutical products ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576792T,Combined Seasonal Adjustment Factors ;  Australia ;  Therapeutic appliances and equipment ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576773K,Combined Seasonal Adjustment Factors ;  Australia ;  Medical and hospital services ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576722K,Combined Seasonal Adjustment Factors ;  Australia ;  Dental services ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576714K,Combined Seasonal Adjustment Factors ;  Australia ;  Motor vehicles ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576760X,Combined Seasonal Adjustment Factors ;  Australia ;  Spare parts and accessories for motor vehicles ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576747F,Combined Seasonal Adjustment Factors ;  Australia ;  Automotive fuel ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576772J,Combined Seasonal Adjustment Factors ;  Australia ;  Maintenance and repair of motor vehicles ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576721J,Combined Seasonal Adjustment Factors ;  Australia ;  Other services in respect of motor vehicles ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576791R,Combined Seasonal Adjustment Factors ;  Australia ;  Urban transport fares ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576713J,Combined Seasonal Adjustment Factors ;  Australia ;  Postal services ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576738C,Combined Seasonal Adjustment Factors ;  Australia ;  Telecommunication equipment and services ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576794W,"Combined Seasonal Adjustment Factors ;  Australia ;  Audio, visual and computing equipment ;",Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576754C,"Combined Seasonal Adjustment Factors ;  Australia ;  Audio, visual and computing media and services ;",Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576717T,Combined Seasonal Adjustment Factors ;  Australia ;  Books ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576733T,"Combined Seasonal Adjustment Factors ;  Australia ;  Newspapers, magazines and stationery ;",Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576774L,Combined Seasonal Adjustment Factors ;  Australia ;  Domestic holiday travel and accommodation ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576749K,Combined Seasonal Adjustment Factors ;  Australia ;  International holiday travel and accommodation ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576785V,"Combined Seasonal Adjustment Factors ;  Australia ;  Equipment for sports, camping and open-air recreation ;",Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576729A,"Combined Seasonal Adjustment Factors ;  Australia ;  Games, toys and hobbies ;",Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576720F,Combined Seasonal Adjustment Factors ;  Australia ;  Pets and related products ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576759R,Combined Seasonal Adjustment Factors ;  Australia ;  Veterinary and other services for pets ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576786W,Combined Seasonal Adjustment Factors ;  Australia ;  Sports participation ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576765K,"Combined Seasonal Adjustment Factors ;  Australia ;  Other recreational, sporting and cultural services ;",Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576767R,Combined Seasonal Adjustment Factors ;  Australia ;  Preschool and primary education ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576788A,Combined Seasonal Adjustment Factors ;  Australia ;  Secondary education ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576768T,Combined Seasonal Adjustment Factors ;  Australia ;  Tertiary education ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576731L,Combined Seasonal Adjustment Factors ;  Australia ;  Insurance ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576742V,Combined Seasonal Adjustment Factors ;  Australia ;  Deposit and loan facilities (direct charges) ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130576751W,Combined Seasonal Adjustment Factors ;  Australia ;  Other financial services ;,Combined Seasonal Adjustment Factors,Australia,Month,Number,Original,640108.xlsx
A130397375X,Index Numbers ;  All groups CPI ;  Sydney ;,Index Numbers,All groups CPI,Month,Index Numbers,Original,640109.xlsx
A130392957J,Index Numbers ;  Food and non-alcoholic beverages ;  Sydney ;,Index Numbers,Food and non-alcoholic beverages,Month,Index Numbers,Original,640109.xlsx
A130396695T,Index Numbers ;  Alcohol and tobacco ;  Sydney ;,Index Numbers,Alcohol and tobacco,Month,Index Numbers,Original,640109.xlsx
A130392964F,Index Numbers ;  Clothing and footwear ;  Sydney ;,Index Numbers,Clothing and footwear,Month,Index Numbers,Original,640109.xlsx
A130394280C,Index Numbers ;  Housing ;  Sydney ;,Index Numbers,Housing,Month,Index Numbers,Original,640109.xlsx
A130392999F,"Index Numbers ;  Furnishings, household equipment and services ;  Sydney ;",Index Numbers,"Furnishings, household equipment and services",Month,Index Numbers,Original,640109.xlsx
A130391270V,Index Numbers ;  Health ;  Sydney ;,Index Numbers,Health,Month,Index Numbers,Original,640109.xlsx
A130391683T,Index Numbers ;  Transport ;  Sydney ;,Index Numbers,Transport,Month,Index Numbers,Original,640109.xlsx
A130391277K,Index Numbers ;  Communication ;  Sydney ;,Index Numbers,Communication,Month,Index Numbers,Original,640109.xlsx
A130393825X,Index Numbers ;  Recreation and culture ;  Sydney ;,Index Numbers,Recreation and culture,Month,Index Numbers,Original,640109.xlsx
A130396219C,Index Numbers ;  Education ;  Sydney ;,Index Numbers,Education,Month,Index Numbers,Original,640109.xlsx
A130398932W,Index Numbers ;  Insurance and financial services ;  Sydney ;,Index Numbers,Insurance and financial services,Month,Index Numbers,Original,640109.xlsx
A130396086K,Index Numbers ;  All groups CPI ;  Melbourne ;,Index Numbers,All groups CPI,Month,Index Numbers,Original,640109.xlsx
A130399170F,Index Numbers ;  Food and non-alcoholic beverages ;  Melbourne ;,Index Numbers,Food and non-alcoholic beverages,Month,Index Numbers,Original,640109.xlsx
A130390409J,Index Numbers ;  Alcohol and tobacco ;  Melbourne ;,Index Numbers,Alcohol and tobacco,Month,Index Numbers,Original,640109.xlsx
A130396660T,Index Numbers ;  Clothing and footwear ;  Melbourne ;,Index Numbers,Clothing and footwear,Month,Index Numbers,Original,640109.xlsx
A130392985T,Index Numbers ;  Housing ;  Melbourne ;,Index Numbers,Housing,Month,Index Numbers,Original,640109.xlsx
A130393006V,"Index Numbers ;  Furnishings, household equipment and services ;  Melbourne ;",Index Numbers,"Furnishings, household equipment and services",Month,Index Numbers,Original,640109.xlsx
A130397522L,Index Numbers ;  Health ;  Melbourne ;,Index Numbers,Health,Month,Index Numbers,Original,640109.xlsx
A130390402T,Index Numbers ;  Transport ;  Melbourne ;,Index Numbers,Transport,Month,Index Numbers,Original,640109.xlsx
A130391284J,Index Numbers ;  Communication ;  Melbourne ;,Index Numbers,Communication,Month,Index Numbers,Original,640109.xlsx
A130397543X,Index Numbers ;  Recreation and culture ;  Melbourne ;,Index Numbers,Recreation and culture,Month,Index Numbers,Original,640109.xlsx
A130393846K,Index Numbers ;  Education ;  Melbourne ;,Index Numbers,Education,Month,Index Numbers,Original,640109.xlsx
A130396422K,Index Numbers ;  Insurance and financial services ;  Melbourne ;,Index Numbers,Insurance and financial services,Month,Index Numbers,Original,640109.xlsx
A130397382W,Index Numbers ;  All groups CPI ;  Brisbane ;,Index Numbers,All groups CPI,Month,Index Numbers,Original,640109.xlsx
A130390353J,Index Numbers ;  Food and non-alcoholic beverages ;  Brisbane ;,Index Numbers,Food and non-alcoholic beverages,Month,Index Numbers,Original,640109.xlsx
A130399212T,Index Numbers ;  Alcohol and tobacco ;  Brisbane ;,Index Numbers,Alcohol and tobacco,Month,Index Numbers,Original,640109.xlsx
A130399177W,Index Numbers ;  Clothing and footwear ;  Brisbane ;,Index Numbers,Clothing and footwear,Month,Index Numbers,Original,640109.xlsx
A130395484X,Index Numbers ;  Housing ;  Brisbane ;,Index Numbers,Housing,Month,Index Numbers,Original,640109.xlsx
A130396681C,"Index Numbers ;  Furnishings, household equipment and services ;  Brisbane ;",Index Numbers,"Furnishings, household equipment and services",Month,Index Numbers,Original,640109.xlsx
A130395127A,Index Numbers ;  Health ;  Brisbane ;,Index Numbers,Health,Month,Index Numbers,Original,640109.xlsx
A130397942J,Index Numbers ;  Transport ;  Brisbane ;,Index Numbers,Transport,Month,Index Numbers,Original,640109.xlsx
A130396205R,Index Numbers ;  Communication ;  Brisbane ;,Index Numbers,Communication,Month,Index Numbers,Original,640109.xlsx
A130396212L,Index Numbers ;  Recreation and culture ;  Brisbane ;,Index Numbers,Recreation and culture,Month,Index Numbers,Original,640109.xlsx
A130391298W,Index Numbers ;  Education ;  Brisbane ;,Index Numbers,Education,Month,Index Numbers,Original,640109.xlsx
A130390171V,Index Numbers ;  Insurance and financial services ;  Brisbane ;,Index Numbers,Insurance and financial services,Month,Index Numbers,Original,640109.xlsx
A130395001V,Index Numbers ;  All groups CPI ;  Adelaide ;,Index Numbers,All groups CPI,Month,Index Numbers,Original,640109.xlsx
A130395470K,Index Numbers ;  Food and non-alcoholic beverages ;  Adelaide ;,Index Numbers,Food and non-alcoholic beverages,Month,Index Numbers,Original,640109.xlsx
A130393020R,Index Numbers ;  Alcohol and tobacco ;  Adelaide ;,Index Numbers,Alcohol and tobacco,Month,Index Numbers,Original,640109.xlsx
A130392971C,Index Numbers ;  Clothing and footwear ;  Adelaide ;,Index Numbers,Clothing and footwear,Month,Index Numbers,Original,640109.xlsx
A130394287V,Index Numbers ;  Housing ;  Adelaide ;,Index Numbers,Housing,Month,Index Numbers,Original,640109.xlsx
A130394294T,"Index Numbers ;  Furnishings, household equipment and services ;  Adelaide ;",Index Numbers,"Furnishings, household equipment and services",Month,Index Numbers,Original,640109.xlsx
A130392495A,Index Numbers ;  Health ;  Adelaide ;,Index Numbers,Health,Month,Index Numbers,Original,640109.xlsx
A130397949X,Index Numbers ;  Transport ;  Adelaide ;,Index Numbers,Transport,Month,Index Numbers,Original,640109.xlsx
A130392502L,Index Numbers ;  Communication ;  Adelaide ;,Index Numbers,Communication,Month,Index Numbers,Original,640109.xlsx
A130392516A,Index Numbers ;  Recreation and culture ;  Adelaide ;,Index Numbers,Recreation and culture,Month,Index Numbers,Original,640109.xlsx
A130395155K,Index Numbers ;  Education ;  Adelaide ;,Index Numbers,Education,Month,Index Numbers,Original,640109.xlsx
A130392754J,Index Numbers ;  Insurance and financial services ;  Adelaide ;,Index Numbers,Insurance and financial services,Month,Index Numbers,Original,640109.xlsx
A130393713F,Index Numbers ;  All groups CPI ;  Perth ;,Index Numbers,All groups CPI,Month,Index Numbers,Original,640109.xlsx
A130394273F,Index Numbers ;  Food and non-alcoholic beverages ;  Perth ;,Index Numbers,Food and non-alcoholic beverages,Month,Index Numbers,Original,640109.xlsx
A130399219J,Index Numbers ;  Alcohol and tobacco ;  Perth ;,Index Numbers,Alcohol and tobacco,Month,Index Numbers,Original,640109.xlsx
A130392978V,Index Numbers ;  Clothing and footwear ;  Perth ;,Index Numbers,Clothing and footwear,Month,Index Numbers,Original,640109.xlsx
A130396674F,Index Numbers ;  Housing ;  Perth ;,Index Numbers,Housing,Month,Index Numbers,Original,640109.xlsx
A130390388J,"Index Numbers ;  Furnishings, household equipment and services ;  Perth ;",Index Numbers,"Furnishings, household equipment and services",Month,Index Numbers,Original,640109.xlsx
A130389982A,Index Numbers ;  Health ;  Perth ;,Index Numbers,Health,Month,Index Numbers,Original,640109.xlsx
A130399205V,Index Numbers ;  Transport ;  Perth ;,Index Numbers,Transport,Month,Index Numbers,Original,640109.xlsx
A130392509C,Index Numbers ;  Communication ;  Perth ;,Index Numbers,Communication,Month,Index Numbers,Original,640109.xlsx
A130395134X,Index Numbers ;  Recreation and culture ;  Perth ;,Index Numbers,Recreation and culture,Month,Index Numbers,Original,640109.xlsx
A130398750J,Index Numbers ;  Education ;  Perth ;,Index Numbers,Education,Month,Index Numbers,Original,640109.xlsx
A130390178K,Index Numbers ;  Insurance and financial services ;  Perth ;,Index Numbers,Insurance and financial services,Month,Index Numbers,Original,640109.xlsx
A130392355X,Index Numbers ;  All groups CPI ;  Hobart ;,Index Numbers,All groups CPI,Month,Index Numbers,Original,640109.xlsx
A130390360F,Index Numbers ;  Food and non-alcoholic beverages ;  Hobart ;,Index Numbers,Food and non-alcoholic beverages,Month,Index Numbers,Original,640109.xlsx
A130395491W,Index Numbers ;  Alcohol and tobacco ;  Hobart ;,Index Numbers,Alcohol and tobacco,Month,Index Numbers,Original,640109.xlsx
